,name,surname,address,postal_code,city,province,timestamp,type,amount_kg,price_kg,sales_amount
209,Kyle,Tucker,"Calle P, nº 255",41026,Casariche,Sevilla,2022-06-22 13:21:26,1,1.0,23.4,23.4
210,Nola,Sargent,"Calle E, nº 115",30006,Aledo,Murcia,2022-05-06 18:12:11,1,4.0,25.8,103.2
211,Hammett,Ratliff,"Calle O, nº 289",47048,Ceinos de Campos,Valladolid,2022-08-10 02:25:55,1,0.75,19.1,14.325000000000001
212,Cassandra,Haynes,"Calle D, nº 357",18164,Puebla de Don Fadrique,Granada,2022-10-15 09:36:15,1,0.75,34.8,26.099999999999998
213,Georgia,Parker,"Calle J, nº 3",49068,Ferreruela,Zamora,2022-01-06 17:27:29,1,1.25,18.6,23.25
214,Steel,Blackwell,"Calle K, nº 223",30037,Torre-Pacheco,Murcia,2022-08-17 14:01:33,1,0.25,26.0,6.5
215,MacKenzie,Ramirez,"Calle B, nº 264",25232,Torres de Segre,Lleida,2022-02-20 07:23:57,1,4.0,20.3,81.2
216,Sarah,Fleming,"Calle U, nº 91",37201,Montemayor del Río,Salamanca,2022-01-17 21:12:14,1,0.5,23.1,11.55
217,Tamara,Larson,"Calle C, nº 106",43063,"Galera, La",Tarragona,2022-09-28 13:05:43,1,0.5,15.8,7.9
218,Yuli,Mcgowan,"Calle S, nº 212",34072,Frechilla,Palencia,2022-05-03 19:38:19,1,4.0,30.3,121.2
219,Cameron,Gillespie,"Calle C, nº 56",50204,Pedrola,Zaragoza,2022-05-09 07:03:58,1,0.25,18.2,4.55
220,Sasha,Witt,"Calle M, nº 16",13054,Membrilla,Ciudad Real,2022-04-08 05:21:59,1,1.25,31.6,39.5
221,Alfreda,Mosley,"Calle E, nº 239",43157,Ulldemolins,Tarragona,2022-06-02 03:45:24,1,0.75,23.4,17.549999999999997
222,Latifah,Gentry,"Calle D, nº 169",47231,Zaratán,Valladolid,2022-02-13 16:29:42,1,2.0,30.2,60.4
223,Macon,Rodriquez,"Calle P, nº 18",15029,Coristanco,Coruña,2022-01-24 02:47:10,1,2.0,26.8,53.6
224,Octavia,Caldwell,"Calle D, nº 75",41041,Estepa,Sevilla,2022-06-08 21:09:21,1,2.0,24.7,49.4
225,Adara,Holden,"Calle P, nº 254",19304,Valdenuño Fernández,Guadalajara,2022-05-12 07:05:44,1,0.5,27.9,13.95
226,Dieter,Hutchinson,"Calle J, nº 31",09352,Santa María del Mercadillo,Burgos,2022-05-21 10:54:38,1,1.0,24.8,24.8
227,Dieter,Meyer,"Calle K, nº 77",43024,Bellvei,Tarragona,2022-04-30 08:09:40,1,0.25,20.5,5.125
228,Zia,Mosley,"Calle X, nº 366",06122,"Santos de Maimona, Los",Badajoz,2022-02-20 06:58:58,1,1.25,19.9,24.875
229,Minerva,Cote,"Calle B, nº 199",05062,Collado de Contreras,Ávila,2022-11-12 09:03:19,1,5.0,18.7,93.5
230,Yuri,Hodges,"Calle W, nº 169",20013,Aretxabaleta,Gipuzkoa,2022-04-06 20:11:22,1,0.5,26.1,13.05
231,Gareth,Graves,"Calle H, nº 17",26082,Laguna de Cameros,La Rioja,2022-05-08 06:22:13,1,2.0,20.6,41.2
232,Regan,Rosario,"Calle S, nº 75",49190,San Martín de Valderaduey,Zamora,2022-04-06 15:43:30,1,4.0,23.1,92.4
233,Maris,Frye,"Calle C, nº 72",46009,Albalat dels Sorells,Valencia,2022-05-25 02:36:42,1,0.5,26.6,13.3
234,Rogan,Carter,"Calle L, nº 239",19078,Castilforte,Guadalajara,2022-08-17 09:14:01,1,1.25,34.5,43.125
235,Maris,Leach,"Calle F, nº 338",31161,Mañeru,Navarra,2022-07-09 01:44:04,1,0.75,27.1,20.325000000000003
236,Teegan,Shannon,"Calle U, nº 354",09274,Pradoluengo,Burgos,2022-08-05 20:04:57,1,2.0,26.8,53.6
237,Michael,Cooper,"Calle R, nº 34",09201,Mamolar,Burgos,2022-08-15 11:48:43,1,1.5,18.9,28.349999999999998
238,Yeo,Guerra,"Calle W, nº 145",34024,Baquerín de Campos,Palencia,2022-01-23 07:19:33,1,0.75,17.5,13.125
239,Price,Ashley,"Calle K, nº 258",02008,Alcaraz,Albacete,2022-05-15 04:23:19,1,1.25,25.5,31.875
240,Warren,Cantu,"Calle M, nº 49",42174,Sotillo del Rincón,Soria,2022-11-03 02:14:37,1,0.75,27.6,20.700000000000003
241,Urielle,Holland,"Calle M, nº 51",46034,Almoines,Valencia,2022-04-17 21:19:10,1,3.0,25.8,77.4
242,David,Clemons,"Calle Q, nº 179",09136,Fuentecén,Burgos,2022-05-18 07:06:44,1,1.25,34.0,42.5
243,Ivory,Poole,"Calle O, nº 375",26042,Casalarreina,La Rioja,2022-08-01 17:04:15,1,5.0,27.4,137.0
244,Robert,Bishop,"Calle W, nº 278",10003,Acebo,Cáceres,2022-01-14 22:26:18,1,0.25,31.0,7.75
245,Isabelle,Conrad,"Calle P, nº 225",01002,Amurrio,Álava,2022-03-21 00:03:02,1,0.25,33.3,8.325
246,Maxine,Armstrong,"Calle D, nº 150",31096,Espronceda,Navarra,2022-04-01 06:19:23,1,5.0,15.8,79.0
247,Wynter,Smith,"Calle I, nº 335",16113,Iniesta,Cuenca,2022-06-14 16:43:57,1,3.0,28.1,84.30000000000001
248,Vera,Strong,"Calle S, nº 56",37044,Barruecopardo,Salamanca,2022-08-25 07:49:00,1,1.25,23.6,29.5
249,Colette,Copeland,"Calle C, nº 308",44266,Visiedo,Teruel,2022-06-14 12:42:28,1,1.25,32.5,40.625
250,Colin,Rush,"Calle E, nº 335",40221,Valleruela de Sepúlveda,Segovia,2022-01-31 10:24:51,1,0.75,25.5,19.125
251,Samson,Saunders,"Calle G, nº 55",45022,Buenaventura,Toledo,2022-10-18 01:53:29,1,2.0,33.7,67.4
252,Yasir,Glover,"Calle T, nº 31",10192,Torremocha,Cáceres,2022-10-31 15:16:48,2,0.25,20.4,5.1
253,Cameran,Hyde,"Calle M, nº 222",39034,Lamasón,Cantabria,2022-08-12 08:07:41,2,5.0,19.4,97.0
254,Kristen,Webb,"Calle H, nº 160",40184,San Pedro de Gaíllos,Segovia,2022-02-21 11:12:29,2,1.0,32.4,32.4
255,Whitney,Macias,"Calle H, nº 130",08095,Granera,Barcelona,2022-08-19 11:13:38,2,4.0,17.0,68.0
256,Clarke,Mckinney,"Calle T, nº 236",09414,Valle de Valdelaguna,Burgos,2022-03-19 22:20:12,2,3.0,30.2,90.6
257,India,Hancock,"Calle J, nº 195",18077,Fornes,Granada,2022-08-10 17:40:41,2,0.25,31.8,7.95
258,Quintessa,Walter,"Calle Q, nº 359",19191,Monasterio,Guadalajara,2022-04-12 20:22:59,2,1.25,25.1,31.375
259,Karen,Hopper,"Calle C, nº 376",11019,Grazalema,Cádiz,2022-07-29 10:00:20,2,1.5,30.4,45.599999999999994
260,Kirby,Manning,"Calle F, nº 26",50039,Azuara,Zaragoza,2022-04-15 08:52:57,2,1.0,25.8,25.8
261,Freya,Mccarty,"Calle E, nº 248",37341,Valverde de Valdelacasa,Salamanca,2022-05-10 10:00:33,2,0.25,16.9,4.225
262,Damian,Kerr,"Calle R, nº 151",26170,"Villar de Arnedo, El",La Rioja,2022-04-22 17:49:41,2,2.0,25.3,50.6
263,Anastasia,Schultz,"Calle T, nº 345",08285,Torelló,Barcelona,2022-06-05 12:45:09,2,0.25,20.7,5.175
264,Alexa,Guzman,"Calle V, nº 149",21039,Hinojales,Huelva,2022-07-28 20:51:01,2,5.0,24.5,122.5
265,Chaim,Byrd,"Calle K, nº 272",22046,Ballobar,Huesca,2022-10-16 00:10:13,2,1.25,26.5,33.125
266,Hall,Barron,"Calle I, nº 322",25254,Vilanova de la Barca,Lleida,2022-12-25 06:43:31,2,2.0,22.1,44.2
267,Alan,Watson,"Calle C, nº 223",49257,Villanueva de Azoague,Zamora,2022-02-03 18:54:25,2,0.25,17.2,4.3
268,Chancellor,Burris,"Calle O, nº 8",00000,Colmenarejo,Not_Found,2022-05-28 21:56:52,2,0.25,25.0,6.25
269,Kellie,Pennington,"Calle W, nº 224",34092,Lantadilla,Palencia,2022-12-17 06:51:17,2,5.0,24.5,122.5
270,Xaviera,Maddox,"Calle S, nº 335",40208,Turégano,Segovia,2022-10-29 15:57:44,2,0.75,33.3,24.974999999999998
271,Shay,Cabrera,"Calle L, nº 189",08278,Taradell,Barcelona,2022-12-01 11:52:46,2,5.0,33.3,166.5
272,Zahir,Foreman,"Calle E, nº 102",50114,Fuendetodos,Zaragoza,2022-10-31 05:28:09,2,5.0,18.6,93.0
273,Allistair,Mcknight,"Calle S, nº 34",10131,Navalmoral de la Mata,Cáceres,2022-12-26 20:38:33,2,5.0,31.3,156.5
274,Amal,Flores,"Calle P, nº 14",22115,"Grado, El",Huesca,2022-11-17 23:58:20,2,0.5,23.7,11.85
275,Zephania,Mcneil,"Calle U, nº 37",47208,Villagómez la Nueva,Valladolid,2022-11-16 06:06:14,2,1.5,18.9,28.349999999999998
276,Diana,Carr,"Calle W, nº 31",38032,"Rosario, El",Santa Cruz de Tenerife,2022-08-03 04:43:01,2,1.5,19.0,28.5
277,Constance,Hodge,"Calle N, nº 110",05264,Viñegra de Moraña,Ávila,2022-02-06 10:22:11,2,1.0,27.7,27.7
278,Tarik,Hawkins,"Calle N, nº 105",49138,Olmillos de Castro,Zamora,2022-12-14 03:08:17,2,5.0,26.6,133.0
279,Cairo,Sheppard,"Calle C, nº 151",25904,Castell de Mur,Lleida,2022-03-30 02:43:17,2,1.5,28.3,42.45
280,Juliet,Olsen,"Calle Y, nº 199",47181,Valdenebro de los Valles,Valladolid,2022-02-25 20:57:15,2,1.25,32.1,40.125
281,Noel,Boyer,"Calle W, nº 325",45151,San Martín de Montalbán,Toledo,2022-08-09 18:24:03,2,0.25,27.9,6.975
282,Connor,Knight,"Calle F, nº 108",08158,"Papiol, El",Barcelona,2022-12-30 08:06:12,2,5.0,17.5,87.5
283,Xanthus,Mullins,"Calle E, nº 88",27018,"Fonsagrada, A",Lugo,2022-10-27 04:39:37,2,1.25,17.2,21.5
284,Gary,Phillips,"Calle Y, nº 211",34184,Torremormojón,Palencia,2022-03-26 23:31:00,2,2.0,34.0,68.0
285,Quinlan,Buchanan,"Calle K, nº 75",18175,Santa Fe,Granada,2022-09-08 22:47:07,2,0.25,30.1,7.525
286,John,Booth,"Calle Y, nº 344",24073,Fresno de la Vega,León,2022-09-06 03:57:08,2,2.0,27.5,55.0
287,Shoshana,Willis,"Calle K, nº 340",14064,Valsequillo,Córdoba,2022-07-31 14:36:41,2,1.0,21.7,21.7
288,Tiger,Duncan,"Calle V, nº 209",24207,Villademor de la Vega,León,2022-05-05 14:00:11,2,4.0,28.6,114.4
289,Roary,Warren,"Calle P, nº 2",04100,Vera,Almería,2022-10-22 08:34:36,2,3.0,34.2,102.60000000000001
290,Uriah,Hayden,"Calle X, nº 330",44027,Arens de Lledó,Teruel,2022-02-21 05:22:11,2,1.0,25.8,25.8
291,Patricia,Preston,"Calle N, nº 205",27028,Lugo,Lugo,2022-04-20 21:23:38,2,3.0,22.0,66.0
292,Dalton,Pace,"Calle B, nº 247",12127,Vallibona,Castellón,2022-05-19 20:28:31,2,0.5,27.8,13.9
293,Larissa,Cole,"Calle T, nº 387",46099,Cortes de Pallás,Valencia,2022-08-24 07:45:41,2,1.5,22.9,34.349999999999994
294,Carol,Ramirez,"Calle A, nº 326",42090,Fuentepinilla,Soria,2022-03-30 08:46:22,2,2.0,29.8,59.6
295,Ivana,Gates,"Calle Y, nº 398",24184,Valdesamario,León,2022-02-12 17:33:11,2,1.5,23.5,35.25
296,Kerry,Mclaughlin,"Calle C, nº 174",41011,Arahal,Sevilla,2022-12-06 17:19:09,2,3.0,30.3,90.9
297,Vincent,Barnett,"Calle F, nº 319",34082,Hérmedes de Cerrato,Palencia,2022-08-14 18:56:18,2,1.25,24.0,30.0
298,Unity,Clay,"Calle Q, nº 325",43055,Falset,Tarragona,2022-05-11 00:09:55,2,1.0,30.4,30.4
299,Cedric,Decker,"Calle F, nº 33",42011,Aldealpozo,Soria,2022-04-02 10:22:05,2,2.0,26.4,52.8
300,Uriah,Hale,"Calle L, nº 206",44062,Cañada Vellida,Teruel,2022-08-25 10:35:35,2,3.0,18.2,54.599999999999994
301,Lillith,Kirkland,"Calle I, nº 266",08103,Jorba,Barcelona,2022-10-18 19:26:26,2,1.5,26.6,39.900000000000006
302,Cheryl,Reid,"Calle E, nº 235",26034,Briones,La Rioja,2022-02-02 15:10:45,2,5.0,22.8,114.0
303,Xantha,Prince,"Calle P, nº 141",16142,Olmedilla de Alarcón,Cuenca,2022-08-10 18:05:24,2,4.0,27.3,109.2
304,Michael,Gilmore,"Calle R, nº 207",50079,Cervera de la Cañada,Zaragoza,2022-01-06 23:27:20,2,1.0,33.5,33.5
305,Gary,Clements,"Calle Q, nº 201",01010,Ayala/Aiara,Álava,2022-08-20 03:04:06,2,1.5,16.9,25.349999999999998
306,Brenden,Sandoval,"Calle U, nº 35",05027,"Berlanas, Las",Ávila,2022-08-17 16:36:34,2,1.5,30.8,46.2
307,Tatyana,Shepard,"Calle Q, nº 287",47149,San Pelayo,Valladolid,2022-01-24 08:52:38,2,0.75,20.4,15.299999999999999
308,Ignatius,Mathews,"Calle W, nº 214",20049,Lazkao,Gipuzkoa,2022-09-02 07:46:54,2,4.0,19.7,78.8
309,Kelly,Franklin,"Calle K, nº 374",10169,Santiago de Alcántara,Cáceres,2022-12-26 05:27:41,2,2.0,30.2,60.4
310,Vivien,Phelps,"Calle Y, nº 9",47165,Tordesillas,Valladolid,2022-12-29 09:35:45,2,1.25,20.0,25.0
311,Christopher,Ramirez,"Calle V, nº 253",45030,Calzada de Oropesa,Toledo,2022-01-18 20:55:14,2,0.25,23.9,5.975
312,Conan,Grant,"Calle Y, nº 164",26108,Ocón,La Rioja,2022-07-22 17:41:27,2,2.0,22.2,44.4
313,Azalia,Hawkins,"Calle U, nº 39",34208,Villaeles de Valdavia,Palencia,2022-12-24 19:33:18,2,1.5,15.8,23.700000000000003
314,Odette,Edwards,"Calle X, nº 136",23038,"Guardia de Jaén, La",Jaén,2022-12-09 13:23:09,2,0.75,19.2,14.399999999999999
315,Daria,Molina,"Calle J, nº 189",19184,Millana,Guadalajara,2022-08-11 22:40:30,2,1.0,15.6,15.6
316,Clio,Anderson,"Calle Z, nº 306",37143,Galinduste,Salamanca,2022-11-26 13:08:30,2,1.0,24.1,24.1
317,Dane,Kaufman,"Calle T, nº 369",17002,Aiguaviva,Girona,2022-06-19 19:39:14,2,0.25,30.9,7.725
318,Bethany,Duncan,"Calle Z, nº 164",09046,Bascuñana,Burgos,2022-09-22 09:00:54,2,1.0,31.1,31.1
319,Olivia,David,"Calle J, nº 205",00000,Medinaceli,Not_Found,2022-07-22 04:19:58,2,2.0,22.8,45.6
320,Thaddeus,Holt,"Calle U, nº 315",09253,Pardilla,Burgos,2022-03-30 10:50:55,2,0.75,15.1,11.325
321,Colby,Campbell,"Calle M, nº 257",04901,"Tres Villas, Las",Almería,2022-02-06 21:49:32,2,1.25,34.5,43.125
322,Mason,Rasmussen,"Calle E, nº 11",10050,Casar de Palomero,Cáceres,2022-03-08 04:55:18,2,0.5,28.7,14.35
323,Samuel,Cote,"Calle N, nº 316",43096,"Morera de Montsant, La",Tarragona,2022-01-12 20:11:17,2,2.0,26.9,53.8
324,Lillith,Lopez,"Calle L, nº 275",45053,Consuegra,Toledo,2022-02-14 10:39:16,2,3.0,21.1,63.300000000000004
325,Neve,Mcgowan,"Calle A, nº 322",50245,Sigüés,Zaragoza,2022-06-17 16:12:00,2,2.0,23.2,46.4
326,Madison,Rocha,"Calle T, nº 311",09065,Campillo de Aranda,Burgos,2022-11-03 12:53:52,2,0.75,23.7,17.775
327,Harrison,Lowery,"Calle P, nº 375",18086,Gorafe,Granada,2022-08-10 00:10:43,2,1.5,33.8,50.699999999999996
328,Xantha,Forbes,"Calle J, nº 137",05115,Maello,Ávila,2022-07-21 16:24:31,2,4.0,28.2,112.8
329,Bree,Joyce,"Calle D, nº 74",45135,"Puebla de Almoradiel, La",Toledo,2022-05-18 21:21:54,2,1.5,16.0,24.0
330,Bevis,Charles,"Calle L, nº 71",24055,Cimanes del Tejar,León,2022-08-27 04:59:05,2,4.0,27.6,110.4
331,Winifred,Ingram,"Calle U, nº 58",36031,Mondariz-Balneario,Pontevedra,2022-06-11 15:24:06,2,1.0,23.0,23.0
332,Howard,Bauer,"Calle A, nº 228",04046,Fondón,Almería,2022-09-10 06:28:22,2,0.5,27.4,13.7
333,Omar,Mcdonald,"Calle C, nº 47",46118,Enguera,Valencia,2022-04-01 13:09:15,2,5.0,32.1,160.5
334,Slade,Klein,"Calle Z, nº 28",13076,Santa Cruz de los Cáñamos,Ciudad Real,2022-05-04 15:25:53,2,1.0,18.1,18.1
335,Jackson,Rocha,"Calle I, nº 385",42027,Arévalo de la Sierra,Soria,2022-01-08 18:59:12,2,0.5,17.0,8.5
336,Plato,Robles,"Calle G, nº 355",34175,"Serna, La",Palencia,2022-10-21 05:05:39,2,1.5,19.9,29.849999999999998
337,Derek,Parsons,"Calle U, nº 240",22195,Quicena,Huesca,2022-04-07 09:10:38,2,0.5,33.4,16.7
338,Honorato,Roy,"Calle Q, nº 282",41003,Albaida del Aljarafe,Sevilla,2022-03-22 15:48:29,2,3.0,28.6,85.80000000000001
339,Barbara,Charles,"Calle W, nº 247",28033,Campo Real,Madrid,2022-08-21 01:14:07,2,0.25,28.3,7.075
340,Octavia,Ingram,"Calle T, nº 215",16167,Pozorrubio de Santiago,Cuenca,2022-08-08 04:16:31,2,1.0,21.4,21.4
341,Colin,Mcdowell,"Calle D, nº 116",45127,Palomeque,Toledo,2022-06-03 00:24:38,2,0.5,28.5,14.25
342,Ursula,Lawrence,"Calle R, nº 36",47141,Salvador de Zapardiel,Valladolid,2022-07-21 08:46:39,2,1.0,19.3,19.3
343,Keane,Cortez,"Calle X, nº 6",06021,Bodonal de la Sierra,Badajoz,2022-01-24 13:24:38,2,3.0,19.0,57.0
344,Aladdin,Stanley,"Calle M, nº 42",18912,Cuevas del Campo,Granada,2022-12-17 08:24:30,2,0.75,34.4,25.799999999999997
345,Brendan,Leon,"Calle R, nº 170",37109,Colmenar de Montemayor,Salamanca,2022-04-19 21:02:02,2,1.25,34.7,43.375
346,Kylan,Kirby,"Calle C, nº 266",46263,Zarra,Valencia,2022-09-15 14:35:54,2,0.75,15.9,11.925
347,Sandra,Mckee,"Calle J, nº 216",39082,Selaya,Cantabria,2022-08-04 19:17:00,2,5.0,15.4,77.0
348,Tarik,Barlow,"Calle I, nº 368",44183,Pitarque,Teruel,2022-01-27 21:31:16,2,0.75,18.7,14.024999999999999
349,Edward,Huber,"Calle A, nº 20",25216,Talavera,Lleida,2022-08-20 11:23:01,2,4.0,33.2,132.8
350,Aline,Mccarty,"Calle G, nº 251",26144,Sorzano,La Rioja,2022-11-07 08:01:40,2,0.25,33.0,8.25
351,Martina,Petty,"Calle G, nº 208",50023,Almonacid de la Cuba,Zaragoza,2022-03-08 09:22:28,2,1.25,23.0,28.75
352,Quinlan,Lewis,"Calle G, nº 151",36043,Ponte Caldelas,Pontevedra,2022-06-23 16:16:55,2,2.0,29.7,59.4
353,Yen,Pitts,"Calle N, nº 394",50095,Ejea de los Caballeros,Zaragoza,2022-06-04 13:07:07,2,0.75,23.2,17.4
354,Kiona,Holmes,"Calle P, nº 51",08060,Castellfollit de Riubregós,Barcelona,2022-07-12 16:52:05,2,2.0,25.1,50.2
355,Destiny,Nguyen,"Calle V, nº 289",06068,Hinojosa del Valle,Badajoz,2022-10-27 14:02:50,2,1.0,19.9,19.9
356,Duncan,Decker,"Calle N, nº 107",03065,Elche/Elx,Alicante,2022-01-17 02:33:48,2,1.25,24.3,30.375
357,Lee,Oliver,"Calle W, nº 199",42071,Cubo de la Solana,Soria,2022-03-26 00:31:50,2,3.0,34.4,103.19999999999999
358,Aline,Hartman,"Calle I, nº 292",17055,Colomers,Girona,2022-08-24 04:25:37,2,0.25,27.4,6.85
359,Omar,Mcleod,"Calle I, nº 29",19039,Argecilla,Guadalajara,2022-06-18 03:58:20,2,1.0,30.9,30.9
360,Allistair,Carrillo,"Calle E, nº 150",28017,Batres,Madrid,2022-10-28 19:30:57,2,1.25,20.4,25.5
361,Driscoll,Hammond,"Calle T, nº 100",09192,Jurisdicción de San Zadornil,Burgos,2022-01-09 14:22:48,2,1.5,31.0,46.5
362,Otto,Rios,"Calle R, nº 91",49016,Aspariegos,Zamora,2022-11-10 03:48:15,2,0.5,25.0,12.5
363,Violet,Ortiz,"Calle C, nº 314",04012,Alicún,Almería,2022-07-08 06:34:02,2,3.0,15.6,46.8
364,Barbara,Farrell,"Calle G, nº 143",26066,Galilea,La Rioja,2022-04-30 22:47:36,2,0.75,32.8,24.599999999999998
365,Hoyt,Foreman,"Calle E, nº 156",25194,Sant Ramon,Lleida,2022-08-29 00:30:32,2,0.25,18.3,4.575
366,Otto,Mcdowell,"Calle Z, nº 265",49008,Almeida de Sayago,Zamora,2022-08-30 13:54:28,2,1.25,16.0,20.0
367,Preston,Burns,"Calle P, nº 244",33022,Degaña,Asturias,2022-08-12 11:23:29,2,0.25,16.6,4.15
368,Devin,Estes,"Calle Z, nº 121",02056,Ontur,Albacete,2022-04-08 22:32:50,2,1.25,32.5,40.625
369,Tucker,Miller,"Calle J, nº 273",14040,Montalbán de Córdoba,Córdoba,2022-07-14 08:28:17,2,1.5,30.6,45.900000000000006
370,Audrey,Golden,"Calle H, nº 47",22173,"Peñas de Riglos, Las",Huesca,2022-01-13 12:51:03,2,0.75,32.3,24.224999999999998
371,Imogene,Blake,"Calle S, nº 283",28124,Robledillo de la Jara,Madrid,2022-04-24 09:10:35,2,4.0,33.0,132.0
372,Jonas,Webb,"Calle M, nº 398",05046,Canales,Ávila,2022-07-10 23:45:35,2,3.0,28.5,85.5
373,Tamara,Bradford,"Calle H, nº 302",18126,"Malahá, La",Granada,2022-11-04 14:49:23,2,5.0,16.0,80.0
374,Lars,Glenn,"Calle J, nº 230",05097,"Horcajada, La",Ávila,2022-01-22 11:30:34,2,5.0,25.6,128.0
375,Brendan,Gillespie,"Calle J, nº 140",37082,Cantalpino,Salamanca,2022-07-22 20:54:23,3,3.0,24.8,74.4
376,Joel,Gillespie,"Calle I, nº 112",01063,Zuia,Álava,2022-10-13 04:32:53,3,4.0,33.6,134.4
377,Xavier,Cardenas,"Calle P, nº 324",22232,Torralba de Aragón,Huesca,2022-11-10 08:01:24,3,0.5,23.2,11.6
378,Brock,Wilder,"Calle Q, nº 354",05105,Hoyos del Espino,Ávila,2022-10-22 19:29:32,3,0.75,21.7,16.275
379,Vance,Dale,"Calle G, nº 168",28090,Moralzarzal,Madrid,2022-12-08 04:51:46,3,0.5,19.1,9.55
380,Zephania,Harrell,"Calle B, nº 131",24012,"Barrios de Luna, Los",León,2022-03-01 03:36:01,3,0.25,24.1,6.025
381,Amena,Day,"Calle F, nº 79",21015,Cabezas Rubias,Huelva,2022-10-28 18:34:18,3,5.0,34.8,174.0
382,Christen,Haynes,"Calle E, nº 260",42100,Hinojosa del Campo,Soria,2022-06-11 06:03:55,3,3.0,31.2,93.6
383,Russell,Farrell,"Calle P, nº 27",23020,Canena,Jaén,2022-08-02 06:58:32,3,4.0,16.0,64.0
384,Zia,Sharpe,"Calle O, nº 326",44044,Bordón,Teruel,2022-06-30 09:53:41,3,0.75,20.7,15.524999999999999
385,Abraham,Shannon,"Calle S, nº 218",44094,Cuevas Labradas,Teruel,2022-05-23 19:03:30,3,0.25,26.6,6.65
386,Hamilton,Wheeler,"Calle B, nº 126",27010,Castro de Rei,Lugo,2022-04-27 14:34:09,3,1.25,27.8,34.75
387,Zahir,Lancaster,"Calle L, nº 120",08012,Avinyó,Barcelona,2022-02-17 01:22:03,3,0.5,33.5,16.75
388,Colt,Rodriguez,"Calle C, nº 267",12071,Jérica,Castellón,2022-11-07 14:33:31,3,0.5,28.0,14.0
389,Wang,Arnold,"Calle C, nº 53",45047,Cedillo del Condado,Toledo,2022-08-18 07:59:45,3,0.5,20.3,10.15
390,Kelsey,Mendoza,"Calle Q, nº 356",10215,Villasbuenas de Gata,Cáceres,2022-03-08 12:33:25,3,1.25,21.5,26.875
391,Adria,Patterson,"Calle B, nº 306",49247,Villalcampo,Zamora,2022-03-28 17:50:09,3,5.0,34.2,171.0
392,Ishmael,Phelps,"Calle T, nº 76",32085,Verín,Ourense,2022-11-10 02:25:29,3,1.25,34.6,43.25
393,Rebecca,Norris,"Calle M, nº 384",32029,Chandrexa de Queixa,Ourense,2022-07-06 19:40:51,3,0.75,32.2,24.150000000000002
394,Marvin,Kirkland,"Calle G, nº 191",47216,Villán de Tordesillas,Valladolid,2022-03-29 18:52:14,3,1.0,33.6,33.6
395,Jessamine,Guthrie,"Calle J, nº 72",43135,Salomó,Tarragona,2022-11-06 13:59:36,3,1.5,31.3,46.95
396,Piper,Whitaker,"Calle A, nº 223",33030,Illas,Asturias,2022-11-14 09:28:18,3,3.0,20.0,60.0
397,Emma,Winters,"Calle K, nº 243",40048,Castrojimeno,Segovia,2022-05-25 06:38:29,3,3.0,32.0,96.0
398,Charde,Montoya,"Calle R, nº 395",42044,Cabrejas del Campo,Soria,2022-04-07 19:41:14,3,0.5,30.1,15.05
399,Axel,Carrillo,"Calle P, nº 400",50196,Orera,Zaragoza,2022-07-16 12:55:14,3,1.5,24.8,37.2
400,Odessa,Bishop,"Calle C, nº 274",46089,Casinos,Valencia,2022-06-03 16:03:40,3,1.25,26.9,33.625
401,Harlan,Cain,"Calle L, nº 372",47105,Olmos de Esgueva,Valladolid,2022-01-02 05:13:45,3,1.0,32.3,32.3
402,Karen,Murray,"Calle G, nº 203",42145,Quintanas de Gormaz,Soria,2022-01-28 03:55:51,3,0.25,34.9,8.725
403,Todd,Sloan,"Calle D, nº 297",03029,Benigembla,Alicante,2022-10-26 07:22:53,3,5.0,23.5,117.5
404,Ethan,Booth,"Calle O, nº 345",25141,Montoliu de Segarra,Lleida,2022-05-28 00:12:13,3,1.0,25.6,25.6
405,Cameron,Woods,"Calle Q, nº 379",43149,Tivenys,Tarragona,2022-05-29 18:33:17,3,5.0,25.8,129.0
406,Bryar,Bridges,"Calle L, nº 320",47040,Castrobol,Valladolid,2022-12-28 21:55:13,3,0.25,18.6,4.65
407,Graham,Potter,"Calle Z, nº 115",09010,Alcocero de Mola,Burgos,2022-01-29 03:41:34,3,0.75,17.1,12.825000000000001
408,Helen,Nolan,"Calle Q, nº 133",10107,Jerte,Cáceres,2022-07-25 18:25:22,3,1.25,33.7,42.125
409,Lacota,Gates,"Calle C, nº 153",33062,Santa Eulalia de Oscos,Asturias,2022-11-28 08:04:33,3,1.25,22.3,27.875
410,Ezekiel,Grant,"Calle N, nº 245",08019,Barcelona,Barcelona,2022-02-28 04:19:35,3,1.25,31.1,38.875
411,Alexander,Holmes,"Calle A, nº 158",27061,Trabada,Lugo,2022-03-27 22:21:15,3,4.0,35.0,140.0
412,Nasim,Perry,"Calle M, nº 65",09128,Frandovínez,Burgos,2022-12-08 08:57:59,3,0.75,24.8,18.6
413,Amos,Schwartz,"Calle X, nº 388",48008,Artzentales,Bizkaia,2022-11-22 13:34:58,3,1.25,25.8,32.25
414,Sage,Nicholson,"Calle D, nº 219",31101,Ezcabarte,Navarra,2022-08-02 04:25:26,3,1.5,20.7,31.049999999999997
415,Stephanie,Brock,"Calle H, nº 101",19199,Ocentejo,Guadalajara,2022-11-06 14:11:12,3,1.25,19.7,24.625
416,Paul,Meadows,"Calle O, nº 145",33047,Peñamellera Baja,Asturias,2022-01-31 02:37:16,3,3.0,22.5,67.5
